issue_key,status,resolution,custom_field_hub,conversation_start,conversation_end,duration_minutes,duration_to_resolution,first_agent_response_minutes,avg_agent_response_minutes,avg_customer_response_minutes,messages_total,messages_agent,messages_customer,turns,agent_authors,customer_authors,initial_response_sla_5m,initial_response_sla_15m,agent_profanity_detected,agent_profanity_count,customer_abuse_detected,customer_abuse_count,llm_summary_250,conversation_rating,problem_extract,resolution_extract,steps_extract,resolution_timestamp_iso,resolution_message_index,contact_reason,contact_reason_original,contact_reason_change,reason_override_why,resolution_why,customer_sentiment_primary,customer_sentiment_scores,agent_profanity_detected,agent_profanity_count,customer_abuse_detected,customer_abuse_count,agent_score,customer_score,resolved,is_resolved,improvement_tip,llm_model,llm_input_tokens,llm_output_tokens,llm_cost_usd
CC-40210,Done,Done,Q-Park Oxford street,2025-11-01T21:49:00+00:00,2025-11-01T22:22:00+00:00,33.00,5.00,1.00,2.00,0.50,7,5,2,4,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:d75a0b09-61e7-4c57-812d-df85b27212c9,true,true,false,0,false,0,Customer couldn't scan another bike; agent confirmed rental started and closed chat due to no reply.,4,Cannot scan another bike to start a ride.,Rental start confirmed; issue resolved.,"[""Checked customer details and rental status."", ""Verified that the rental had started successfully."", ""Informed customer of rental start status."", ""Requested confirmation if further assistance is needed."", ""Closed chat due to no customer response.""]",2025-11-01T21:54:00+00:00,5,Rental start issue,Rental start issue,false,,"Agent stated: ""I’ve checked and can confirm that you’ve successfully started your rental.""; then closed with: ""I didn’t hear back from you; therefore, I am closing this chat now.""",Neutral,"{""Delight"": 0.0476, ""Convenience"": 0.2381, ""Trust"": 0.2381, ""Frustration"": 0.0952, ""Disappointment"": 0.1429, ""Concern"": 0.0952, ""Hostility"": 0.0476, ""Neutral"": 0.0953}",false,0,false,0,4,4,true,true,Proactively confirm issue resolution with customer and follow up if no reply.,gpt-5-nano,2307,3136,0.001370
CC-40209,Done,Done,ParkBee Lanark Road,2025-11-01T21:41:00+00:00,2025-11-01T23:04:00+00:00,83.00,,4.00,3.50,13.00,11,7,4,4,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:91a27f07-e871-44db-af4b-7681de9f2917,true,true,false,0,false,0,Customer reports bike not working; agent notes ride at 15-20 km/h and directs returning to the hub; chat closed unresolved.,3,Customer reports bike not working during current ride; battery issue noted.,No further issue detected; awaiting customer follow-up.,"[""Agent requested issue details"", ""Agent confirmed current ride status and speed"", ""Agent asked if issues persist"", ""Agent advised returning bike to the same hub and trying another if needed"", ""Agent closed chat due to no customer response""]",,,Info/question about my current ride,Info/question about my current ride,false,,"Resolution not achieved; customer did not reply after initial troubleshooting. Agent: 'I didn’t hear back from you; therefore, I am closing this chat now.'",Frustration,"{""Delight"": 0.0476, ""Convenience"": 0.0476, ""Trust"": 0.0952, ""Frustration"": 0.3333, ""Disappointment"": 0.1429, ""Concern"": 0.1429, ""Hostility"": 0.0476, ""Neutral"": 0.1429}",false,0,false,0,4,2,false,false,Follow up with customer after a test ride; offer replacement bike if issue recurs; verify battery health and hub proximity.,gpt-5-nano,2500,3532,0.001538
CC-40208,Done,Done,Business Design Centre,2025-11-01T21:40:00+00:00,2025-11-01T22:21:00+00:00,41.00,,1.00,1.30,0.38,40,19,21,20,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:fc153f71-120b-4ab5-ad62-dc3132fef345,true,true,false,0,false,0,"parse_error: No valid JSON object found in LLM response; raw={
  ""llm_summary_250"": ""Customer couldn't end rental; agent provided QR-based self-finish steps; no final confirmation; case unresolved."",
  ""conversation_rating"": 3,
  ""extract_customer...",,,,[],,,,Rental finish issue,false,,,Neutral,"{""Delight"": 0.0, ""Convenience"": 0.0, ""Trust"": 0.0, ""Frustration"": 0.0, ""Disappointment"": 0.0, ""Concern"": 0.0, ""Hostility"": 0.0, ""Neutral"": 1.0}",false,0,false,0,,,false,false,,gpt-5-nano,3581,3194,0.001457
CC-40207,Done,Done,Q-Park Tower Bridge,2025-11-01T21:34:00+00:00,2025-11-01T22:56:00+00:00,82.00,67.00,2.00,2.00,0.33,14,8,6,6,712020:0f747479-10c0-4ae9-8ae7-7531f3554784,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:b87ab9a2-1ed7-4f2c-af65-2398ef709e8d,true,true,false,0,false,0,Bike stolen during rental; user recovered at Tesco; case closed.,4,Bike stolen during rental; user locked it; located at front of Tesco.,Bike recovered; no further action needed; chat closed.,"[""Bike is locked; last location shared with a link."", ""Instructed user to recover the bike and report back in chat."", ""Asked whether the bike has been recovered."", ""Warned about 7 hours left and potential \u00a32500 penalty."", ""Agent acknowledged the recovery and confirmed next steps."", ""Chat closed after resolution.""]",2025-11-01T22:41:00+00:00,12,E-bike lost or stolen during a rental,E-bike lost or stolen during a rental,false,,"Resolution based on: 'Bike recovered' (line 12) and 'Alright, we can see that you have recovered the bike.' (line 13); ""Bike recovered"" confirms resolution and chat was closed.",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.1, ""Trust"": 0.15, ""Frustration"": 0.05, ""Disappointment"": 0.0, ""Concern"": 0.1, ""Hostility"": 0.0, ""Neutral"": 0.6}",false,0,false,0,5,4,true,true,Improve theft case handling with automatic recovery confirmations and quicker closure of resolved tickets.,gpt-5-nano,2603,5677,0.002401
CC-40206,Done,Done,Q-Park Leicester Square,2025-11-01T21:26:00+00:00,2025-11-01T21:58:00+00:00,32.00,4.00,1.00,1.00,0.00,7,6,1,2,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:64aedb18-dd81-4939-9f19-3b50d2360ebc,true,true,false,0,false,0,Customer aimed to switch bikes; agent directed finish rental; rental completed; new bike scan allowed.,4,Wants to switch bike but must finish current rental before taking another bike.,Rental completed; new bike scan permitted.,"[""Instructed customer to return bike to hub and finish current rental (04)."", ""Confirmed that rental has been completed (05)."", ""Notified customer they can scan a new bike (05).""]",2025-11-01T21:30:00+00:00,5,Rental finish issue,Info/question about my current ride,true,"Override rationale: customer said 'Want to change the cycle' (03); agent directed 'Sir, please return this bike to the hub and complete your current rental first' (04); later 'I’ve confirmed that you’ve completed your rental' (05).","Resolution achieved when rental was confirmed complete: 'I’ve confirmed that you’ve completed your rental' (05), enabling scanning of a new bike.",Neutral,"{""Delight"": 0.0476, ""Convenience"": 0.2381, ""Trust"": 0.2381, ""Frustration"": 0.0476, ""Disappointment"": 0.0476, ""Concern"": 0.2381, ""Hostility"": 0.0, ""Neutral"": 0.1429}",false,0,false,0,5,4,true,true,Clarify cycle-change flow earlier and confirm rental status before enabling next bike to reduce back-and-forth.,gpt-5-nano,2347,4410,0.001881
CC-40205,Done,Done,Q-Park Oxford street,2025-11-01T21:04:00+00:00,2025-11-01T21:22:00+00:00,18.00,13.00,1.00,1.88,0.61,33,15,18,16,712020:0f747479-10c0-4ae9-8ae7-7531f3554784,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:cfb91add-dd35-4f05-9b48-a2ab27308b11,true,true,false,0,false,0,Customer reported erratic speed indicator and low battery; agent ended rental and arranged pickup.,4,"E-bike display shows 20 km/h, red warning, battery at 10%.",Ended current rental; bike to be collected by our team.,"[""Requested more details about the issue."", ""Requested clear video/pictures of the issue."", ""Asked customer to park bike in a safe area and send photo."", ""Informed customer rental would be ended and bike collected."", ""Chat closed notification indicating resolution.""]",2025-11-01T21:17:00+00:00,24,E-bike damage issue,E-bike damage issue,false,,"Resolution achieved: agent ended rental and instructed pickup; customer complied and left the bike for collection. Key actions: ""You may leave the bike as it is; our team will collect it shortly."" and ""We are now closing this chat.""",Convenience,"{""Delight"": 0.05, ""Convenience"": 0.35, ""Trust"": 0.25, ""Frustration"": 0.15, ""Disappointment"": 0.05, ""Concern"": 0.05, ""Hostility"": 0.0, ""Neutral"": 0.1}",false,0,false,0,4,4,true,true,Provide a clear post-closure follow-up and pickup ETA to confirm issue resolution.,gpt-5-nano,3187,3560,0.001583
CC-40204,Done,Done,Q-Park Leicester Square,2025-11-01T20:43:00+00:00,2025-11-01T21:31:00+00:00,48.00,,1.00,1.27,0.61,60,24,36,31,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:391e6b1d-b31d-4f26-a3bd-9e7b73167866,true,true,false,0,false,0,"Bike pedal damaged; agent guided evidence steps, ended rental, offered replacement bike; discount issue remains.",3,Broken pedal mid-ride; rider unable to continue due to pedal detachment.,Rental ended; replacement bike available; discount unresolved.,"[""Requested a short video showing the bike ID and broken pedal (07)"", ""Asked how the incident happened and for details (10)"", ""Instructed to park the bike safely, lock it, and send a photo to end the rental (20)"", ""Promised to end the rental once the video is received (22)"", ""Reminded to capture bike ID and pedal in the video (23)"", ""Clarified file size limits and video options; suggested alternative contact methods (33)"", ""Instructed to leave the bike in a safe area and send a photo so rental can be ended (42)"", ""Stated customer can immediately rent another bike from the same hub (49)""]",,,"E-bike damage issue: wheel broken, no air, flat tire",E-bike damage issue,false,,"Resolution attempted via ending rental and offering a replacement bike, but customer remains dissatisfied with discount and ongoing issues. Evidence: 57: 'I didn't hear back from you; therefore, I am closing this chat now.' and 60: 'Because iam loosing a lot of money now'.",Frustration,"{""Delight"": 0.0, ""Convenience"": 0.0, ""Trust"": 0.15, ""Frustration"": 0.55, ""Disappointment"": 0.15, ""Concern"": 0.05, ""Hostility"": 0.0, ""Neutral"": 0.1}",false,0,false,0,4,2,false,false,Improve closure handling by confirming next steps (discount follow-up) and provide timely post-incident compensation or credits where applicable.,gpt-5-nano,4343,5386,0.002372
CC-40203,Done,Done,NCP Finsbury,2025-11-01T20:25:00+00:00,2025-11-01T21:09:00+00:00,44.00,30.00,2.00,2.50,0.40,15,10,5,4,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:4232e692-65bf-4723-87ef-2db3af2fe27d,true,true,false,0,false,0,Bike recovered after theft report; location pin shared; recovery confirmed.,4,Bike stolen during rental; location pin provided; later recovered and unlocked.,Bike recovered; unlocked; in motion; awaiting confirmation.,"[""Notified rider to lock bike via app."", ""Shared bike location pin to user."", ""Advised locating within 30m radius and ringing bike."", ""Explained postal code cannot be shared; provided pin instead."", ""Warned about \u00a32,500 penalty if not recovered."", ""Confirmed bike unlocked and in motion, indicating recovery.""]",2025-11-01T20:55:00+00:00,13,E-bike lost or stolen during a rental,E-bike lost or stolen during a rental,false,,"Decisive fix occurred when the agent stated: ""I’ve checked and can confirm that the bike is now unlocked and currently in motion, which indicates that you’ve successfully recovered it.""",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.15, ""Trust"": 0.2, ""Frustration"": 0.05, ""Disappointment"": 0.05, ""Concern"": 0.1, ""Hostility"": 0.0, ""Neutral"": 0.45}",false,0,false,0,4,3,true,true,Require explicit customer confirmation before closing; follow up if no reply to ensure closure.,gpt-5-nano,2672,3621,0.001582
CC-40202,Done,Done,ParkBee Lanark Road,2025-11-01T20:17:00+00:00,2025-11-01T20:35:00+00:00,18.00,8.00,1.00,2.67,0.69,25,12,13,12,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:09f599cc-b8aa-4ba2-b0d1-c369057ccc0e,true,true,false,0,false,0,Customer faced evening misperception of no bikes; issue resolved once app showed 6 bikes available at hub.,4,Day-pass rider couldn't start due to perceived 0 bikes available at the hub in the evening.,Bike availability updated to 6 at the hub; issue resolved.,"[""02. A: Let me check!"", ""04. A: I have checked and there are several bikes available at the hub, you can rent any of them to start your work."", ""08. A: Could you please let us know what specific issue you\u2019re facing with the bike?"", ""11. A: The screenshot you shared above shows the availability of slots for passes or subscriptions, not the availability of bikes."", ""14. A: There was no e-bike unavailability at the hub today, as confirmed by our system."", ""15. A: Could you please let us know what specific issues you faced with the bikes you mentioned earlier?"", ""20. A: Alright! No worries, but always contact us immediately if you face any issue. We will investigate and assist you according to the situation."", ""21. A: We are here to assist you 24/7.""]",2025-11-01T20:25:00+00:00,13,E-bike availability issue,E-bike availability issue,false,,Customer reported resolution with statement 'Its on 6 now so irs fine' (20:25) confirming bikes were available; no further action needed.,Neutral,"{""Delight"": 0.05, ""Convenience"": 0.25, ""Trust"": 0.2, ""Frustration"": 0.15, ""Disappointment"": 0.15, ""Concern"": 0.1, ""Hostility"": 0.0, ""Neutral"": 0.1}",false,0,false,0,4,4,true,true,Ensure real-time bike availability is accurately reflected in the app and provide clear prompts during high-demand periods.,gpt-5-nano,3043,3685,0.001626
CC-40201,Done,Done,Q-Park Leicester Square,2025-11-01T20:02:00+00:00,2025-11-01T20:50:00+00:00,48.00,48.00,1.00,1.00,0.00,7,5,2,2,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:1db99dc4-a27c-4f26-8271-5247ea70c517,true,true,false,0,false,0,Rental finished after agent guidance; issue resolved and chat closed.,5,Customer couldn't finish rental; asked to dock bike and end ride.,Rental completed; issue resolved; chat closed.,"[""Provided end rental steps via app menu."", ""Explained dock/QR scanning to end rental."", ""Requested confirmation on whether the issue persists."", ""Confirmed rental completion and resolution.""]",2025-11-01T20:50:00+00:00,7,Rental finish issue,Rental finish issue,false,,"Decisive message: 'I’ve confirmed that your rental has been completed, which means your issue has been resolved' (message 7).",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.1, ""Trust"": 0.25, ""Frustration"": 0.08, ""Disappointment"": 0.08, ""Concern"": 0.15, ""Hostility"": 0.05, ""Neutral"": 0.24}",false,0,false,0,5,5,true,true,Improve end-rental UX: streamline finish flow and QR-docking guidance to reduce confusion and speed up resolutions.,gpt-5-nano,2408,2935,0.001294
CC-40200,Done,Done,Port Marcon Place,2025-11-01T19:53:00+00:00,2025-11-01T20:44:00+00:00,51.00,,1.00,4.00,0.50,8,5,3,3,712020:0f747479-10c0-4ae9-8ae7-7531f3554784,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:656d9705-51dc-4f26-9fe6-aea8e5c55a0c,true,true,false,0,false,0,Customer reports screen issues preventing bike lock/unlock; agent advised app restart; chat closed without confirmation.,3,Screen parts not working; user cannot lock the bike via the app.,Instructed app restart to fix lock/unlock; no follow-up or confirmation.,"[""Agent acknowledged issue and apologized."", ""Agent advised restarting the app to fix lock/unlock behavior."", ""Agent closed the chat due to no customer response.""]",,,Rental pause/resume issue,Rental pause/resume issue,false,,"No final confirmation of resolution; agent provided a restart fix, but the customer did not respond. Evidence: “I didn’t hear back from you; therefore, I am closing this chat now.”",Neutral,"{""Delight"": 0.01, ""Convenience"": 0.04, ""Trust"": 0.07, ""Frustration"": 0.28, ""Disappointment"": 0.15, ""Concern"": 0.1, ""Hostility"": 0.04, ""Neutral"": 0.31}",false,0,false,0,3,3,false,false,Follow up to confirm whether the restart fixed lock/unlock; provide steps if still failing; consider app/OS compatibility checks.,gpt-5-nano,2365,4031,0.001731
CC-40199,Done,Done,Port Bancroft Road,2025-11-01T19:39:00+00:00,2025-11-01T20:48:00+00:00,69.00,,1.00,2.00,1.00,11,7,4,6,712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:f0d4f36f-0c60-4df4-9a36-d4c50318a441,true,true,false,0,false,0,"Customer asked about daily pass mileage limits and bike-switching; agent outlined 10 km radius and 12-hour window, but no resolution.",3,Inquiry about daily pass mileage limits and whether changing bikes affects mileage.,No final resolution; chat closed after no customer reply.,"[""A: Explained 10 km radius daily pass limit."", ""A: Explained 12-hour rental window and overnight expiry rule."", ""A: Confirmed current remaining time (3.5 hours) for the rental."", ""A: Instructed customer to return bike before rental expiry."", ""A: Offered additional help before concluding the chat.""]",,,info/question about my current subscription / pass,info/question about my current subscription / pass,false,,"No conclusive confirmation; agent closed the chat: 'I didn’t hear back from you; therefore, I am closing this chat now.'",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.3, ""Trust"": 0.25, ""Frustration"": 0.15, ""Disappointment"": 0.1, ""Concern"": 0.05, ""Hostility"": 0.0, ""Neutral"": 0.1}",false,0,false,0,4,3,false,false,Offer a follow-up with a clear next-step and confirm applicability of rules to customer's location.,gpt-5-nano,2598,4056,0.001752
CC-40198,Done,Done,Port Bancroft Road,2025-11-01T18:41:00+00:00,2025-11-01T19:21:00+00:00,40.00,40.00,1.00,2.33,1.00,13,7,6,5,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:f0d4f36f-0c60-4df4-9a36-d4c50318a441,true,true,false,0,false,0,Battery check: 48% remaining; guidance on planning return; chat closed after no reply.,4,Battery life inquiry for current ride; bike shown at 48% battery.,Provided 48% battery status and return guidance; chat closed after no reply.,"[""Agent requests to check details to help"", ""Agent reports battery at 48%"", ""Agent explains duration depends on riding speed/style"", ""Agent warns below 7% motor stops providing assist"", ""Agent advises ensuring 15\u201320% battery when 5 km from hub"", ""Agent asks if anything else to assist"", ""Agent closes chat due to no response""]",2025-11-01T19:21:00+00:00,13,Info/question about my current ride,General information request about the service,true,"""Hi battery how long go"" and ""Plz check battery health"" indicate it's a ride-specific info request; changing from 'General information request about the service' to ride-specific info.","The issue was resolved by stating battery at 48% and giving return guidance; final agent message: ""I didn’t hear back from you; therefore, I am closing this chat now.""",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.15, ""Trust"": 0.15, ""Frustration"": 0.1, ""Disappointment"": 0.1, ""Concern"": 0.15, ""Hostility"": 0.05, ""Neutral"": 0.25}",false,0,false,0,4,3,true,true,Request explicit customer confirmation of resolution before closing; offer follow-up or reminders and provide nearby hub/charging options if battery drops near critical levels.,gpt-5-nano,2642,4522,0.001941
CC-40197,Done,Done,Port Randolph Street,2025-11-01T18:12:00+00:00,2025-11-01T19:06:00+00:00,54.00,16.00,2.00,2.00,0.33,9,6,3,2,712020:0f747479-10c0-4ae9-8ae7-7531f3554784,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:4d1c82c1-c962-4fd1-928a-af9b422e7ed4,true,true,false,0,false,0,"Bike stolen during rental; locked at location, recovered by staff; issue resolved.",4,Bike stolen during rental; customer couldn't lock it.,Bike recovered; issue resolved.,"[""Checked incident details for bike theft during rental."", ""Notified customer of bike being locked at provided location and shared link."", ""Instructed customer to recover the bike and confirm collection in chat."", ""Confirmed bike recovery and resolution status."", ""Closed chat due to lack of customer response.""]",2025-11-01T18:28:00+00:00,8,E-bike lost or stolen during a rental,E-bike lost or stolen during a rental,false,,"Decisive message 08: 'We’ve confirmed that the bike has been successfully recovered, indicating the issue has been resolved'. Chat then closed per message 09 due to no customer response.",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.15, ""Trust"": 0.25, ""Frustration"": 0.1, ""Disappointment"": 0.05, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.3}",false,0,false,0,5,4,true,true,Ensure final confirmation from customer is captured and consider auto-close after resolution timestamp when no reply is received.,gpt-5-nano,2424,4309,0.001845
CC-40196,Done,Done,Foodora Slöjdgatan,2025-11-01T17:42:00+00:00,2025-11-01T17:58:00+00:00,16.00,,1.00,1.00,0.00,7,6,1,2,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:5148f262-afc9-4987-a685-66149f9e6472,true,true,false,0,false,0,Agent couldn't update the post-bike due to lack of access; advised manager contact; chat closed unresolved.,2,Customer can't update the post-bike due to shift; reports no access to perform the update.,No access to perform update; issue remains unresolved.,"[""Checked issue and instructed customer to contact their manager regarding the shift update."", ""Stated that the agent does not have access to perform the update."", ""Closed the chat due to no follow-up from the customer.""]",,,Other,(B2B) Rental start issue,true,"Override: Customer stated ""Can you please update the post bike? I have shift already and I can’t use the bike"" (line 03); agent replied ""As we don't have the access"" (line 05).",Blocker: agent lacks access to perform the requested update; no escalation path or follow-up from customer; quotes show lack of access.,Frustration,"{""Delight"": 0.0, ""Convenience"": 0.0476, ""Trust"": 0.1429, ""Frustration"": 0.381, ""Disappointment"": 0.1429, ""Concern"": 0.1429, ""Hostility"": 0.0476, ""Neutral"": 0.0951}",false,0,false,0,2,2,false,false,Provide a clear escalation path or workaround when access limits prevent updates and confirm next steps with the customer.,gpt-5-nano,2328,4072,0.001745
CC-40195,Done,Done,No active pass / Other,2025-11-01T17:30:00+00:00,2025-11-01T17:51:00+00:00,21.00,,1.00,2.00,0.50,10,7,3,5,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:b29860d7-0bd9-4696-a73a-8e03a9fb6dd8,true,true,false,0,false,0,Agent provided rental steps; customer did not respond; issue remains open.,3,Customer seeks how to rent a Port bicycle.,Rental steps provided; no confirmation; chat closed.,"[""Explain rental start flow: select hub, check passes, pay, scan QR."", ""Warn about pass validity and hub exclusivity."", ""Remind to return bike to the same hub and 12-hour limit."", ""Encourage customer to ask questions and offer further help."", ""Advise closing chat if there is no response."", ""Close chat due to inactivity.""]",,,General information request about the service,General information request about the service,false,,"No confirmation from customer after agent provided steps; chat closed with 'I didn’t hear back from you; therefore, I am closing this chat now.'",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.25, ""Trust"": 0.15, ""Frustration"": 0.15, ""Disappointment"": 0.1, ""Concern"": 0.1, ""Hostility"": 0.05, ""Neutral"": 0.15}",false,0,false,0,4,3,false,false,Follow up after information is given and confirm customer action before closing.,gpt-5-nano,2690,3716,0.001621
CC-40194,Done,Done,Port Marcon Place,2025-11-01T17:14:00+00:00,2025-11-01T17:19:00+00:00,5.00,4.00,1.00,1.00,0.25,20,12,8,8,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:656d9705-51dc-4f26-9fe6-aea8e5c55a0c,true,true,false,0,false,0,Customer with partial screen issues asked to lock bike; agent verified lock and closed chat.,4,Phone screen partially not working; user wants to lock bike at the dock and not finish the rental.,Bike locked; customer confirmed no further assistance needed.,"[""Agent asked if user would finish the rental"", ""Agent clarified intent to lock the bike due to phone screen issue"", ""Agent requested photo of bike at dock with bike and dock IDs"", ""Agent confirmed the bike was locked"", ""Agent offered further help and closure of chat""]",2025-11-01T17:18:00+00:00,13,Rental pause/resume issue,Rental pause/resume issue,false,,"Resolution based on transcript: 13) 'Your bike is locked.' confirms lock; 16) customer says, 'I do not need anything else'.",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.25, ""Trust"": 0.15, ""Frustration"": 0.05, ""Disappointment"": 0.05, ""Concern"": 0.25, ""Hostility"": 0.0, ""Neutral"": 0.2}",false,0,false,0,5,4,true,true,Consider faster lock confirmation flows when bike/dock IDs are clearly visible to reduce delay.,gpt-5-nano,2707,4704,0.002017
CC-40193,Done,Done,Q-Park Leicester Square,2025-11-01T17:14:00+00:00,2025-11-01T17:40:00+00:00,26.00,10.00,2.00,1.50,0.43,19,12,7,8,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:ca658f47-ced5-4809-b9f9-575fae159400,true,true,false,0,false,0,Customer reported rear tire puncture; recovery retrieved bike and force-closed rental; a new bike is available at the hub.,4,Rear tire flat on bike; customer reports puncture during ride.,Recovery retrieved bike; rental force-finished; new bike ready.,"[""Requested bike video with visible ID"", ""Reviewed video evidence"", ""Asked customer to place tire on ground to verify puncture"", ""Asked for details on any other bike issues"", ""Initiated recovery to retrieve bike from current location"", ""Forced finish of rental to enable a new bike pickup"", ""Provided ticket link and prepared chat closure""]",2025-11-01T17:24:00+00:00,16,"E-bike damage issue: wheel broken, no air, flat tire",E-bike damage issue,false,,"The issue was resolved when the agent stated: ""I have manually force finished your rental, so you can now take a new bike from the hub."" and ""Our recovery team will retrieve the bike from its current location,"" enabling a new bike pickup.",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.25, ""Trust"": 0.25, ""Frustration"": 0.05, ""Disappointment"": 0.1, ""Concern"": 0.15, ""Hostility"": 0.05, ""Neutral"": 0.1}",false,0,false,0,4,4,true,true,Improve upfront verification steps and clearly communicate next steps for pickup and hub location to reduce back-and-forth.,gpt-5-nano,2781,4105,0.001781
CC-40192,Done,Done,Q-Park Leicester Square,2025-11-01T17:05:00+00:00,2025-11-01T17:27:00+00:00,22.00,,1.00,1.00,0.00,5,4,1,2,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:64aedb18-dd81-4939-9f19-3b50d2360ebc,true,true,false,0,false,0,Provided wireless charging tips; no resolution or customer confirmation; chat closed.,3,Phone not charging on the bike's wireless charging pad; may be blocked by case.,Agent provided charging tips; no confirmation of resolution; chat closed.,"[""Instructed proper placement of phone on wireless charging pad."", ""Advised removing phone case/metal that blocks charging."", ""Asked customer to confirm if issue persists."", ""Closed chat due to no response.""]",,,Info/question about my current ride,Info/question about my current ride,false,,"No final confirmation from customer; agent closed chat after stating 'I didn’t hear back from you; therefore, I am closing this chat now.'",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.05, ""Trust"": 0.15, ""Frustration"": 0.25, ""Disappointment"": 0.15, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.25}",false,0,false,0,4,3,false,false,Follow up to confirm if charging works after tips or offer alternative charging options and a proactive check-in.,gpt-5-nano,2300,3772,0.001624
CC-40191,Done,Done,NCP Clerkenwell,2025-11-01T17:00:00+00:00,2025-11-01T18:17:00+00:00,77.00,64.00,1.00,3.75,1.00,19,15,4,7,712020:0f747479-10c0-4ae9-8ae7-7531f3554784;712020:2d004b64-fe43-43ea-94c6-0a1d558883d4;712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:9cbf9a06-9f0e-43bb-82ff-9d8f0e8a6685,true,true,false,0,false,0,Credits added and promo price guidance given; customer can renew at NOV2025 promo (£29.90) after app update.,4,Promo NOV2025 price (£29.95) and renewal failed due to insufficient funds; user wants £30 promo.,Credits added; promo price £29.90 available after app update.,"[""Customer provided screenshot of price (30 GBP)."", ""Agent confirmed price displayed (30 GBP) and identified payment issue (insufficient funds)."", ""Agent advised manual renewal."", ""Customer reported bank issue preventing \u00a330 renewal."", ""Agent added credits to the customer's account."", ""Agent informed promo price \u00a329.90 and to update the app.""]",2025-11-01T18:04:00+00:00,17,Promotions or discounts question / issue,info/question about my current subscription / pass,true,Customer asked how to use the NOV2025 promo with price £29.95; agent confirmed price and later added credits enabling promo price (£29.90).,Credits added and promo price guidance provided; customer can proceed with renewal at £29.90 after app update. Evidence: 'credits has been added' (16) and 'Atualize o aplicativo ... preço promocional de £29.90' (17).,Neutral,"{""Delight"": 0.05, ""Convenience"": 0.25, ""Trust"": 0.25, ""Frustration"": 0.15, ""Disappointment"": 0.1, ""Concern"": 0.1, ""Hostility"": 0.0, ""Neutral"": 0.1}",false,0,false,0,4,4,true,true,Clarify promo eligibility and provide a direct promo link after credits are applied to prevent confusion and speed up renewal.,gpt-5-nano,3046,4103,0.001793
